image/key,en_caption_2,es_caption_2
c2a4e481ab2e8f07,Marbles of different colors with a blurred background.,Canicas ojo de gato y fondo desenfocado.
c2b3af5943e47f2a,A pile of wood besides a wood burning stove in a room.,"Estufa de lecha encendida, leña u muebles de madera al interior de casa"
c2cbc99c569af9a3,"A scenic landscape of houses, hills and grassy fields under a cloudy sky.","Bonito paisaje de campo abierto, montañas y lago con un cielo azul"
c2cfbb8ae3ab8fa1,Fern beside the root of a tree in the rainforest.,Acercamiento de helecho en la selva
c2d28b33a1da1c4d,A person is turning the page of a large empty book in the library.,"Interior de librería, mano de persona pasando hojas de un gran libro"
c2d619f9168fb81b,Cheese risotto in the black dish.,Platillo con risotto con espárragos servido con cubierto rojo
c2d86245fdc844bb,A flag of portugal hanging in the market hall.,"Interior de plaza comercial con personas adentro, bandera colgada"
c2dbd34f38c4d727,Buddhist monks praying in a temple.,Monjes budistas en el interior del templo orando
c2e035f0ffb35b10,A red colored fresh fruit on a plant.,Frutos rojos pequeños en la rama de un arbusto
c2e100d8f93e7cf6,Train at the station.,Tren bala llegando al andén vacío
c2e909b790522675,Riding a bicycle in a race.,Dos ciclistas profesionales andando en bicicleta durante competencia
c30f038acd9b7509,A horse in a forest with luggage on it.,Caballo con silla de montar y mochilas atado en medio del prado
c31287758c348654,A luxurious yacht on a pier at the harbor.,Yate negro atracado para mantenimiento
c32855a03041f206,A bulk of wastage kept together in a room.,Pila de cajas de cartón amontonadas en la oficina
c32b495bc310f3b0,Group of children doing activities in a classroom.,Grupo de estudiantes asiáticos en el salón de clases
c346af40760d81fe,Groceries in a supermarket.,Acercamiento de anaquel de comida empaquetada en tienda de conveniencia
c34d852281433bc3,A well structured temple in india.,Vista de templo antiguo y árbol en la puesta de sol
c3557b1822278879,A wall with graffiti.,Grafiti en amplio muro alto durante la noche
c36548a85780a8e6,Flower of touch-me-not-plant.,Acercamiento de flor rojiza en el jardín
c3697ecbc8277258,Suspension bridge at night in black and white mode.,"Vista aérea de puente vehicular sobre el rio y la ciudad durante la noche, imagen en blanco y negro"
c378ff13234b3926,Two people heading to a stairway leading to a tall brick gateway in a wall.,Un hombre y una mujer rumbo a unas escaleras de piedra
c38f07df130cb3c0,A few people sitting on the bottom floor of a four level vintage theater.,Interior de un teatro antiguo con todas las luces prendidas
c3ad6481a0d00e50,A beautiful view of nature surrounded by terrace fields under the sky.,Campos de arroz en las montañas de un poblado.
c3bd45b433ae006c,Dices inside the tackle box.,Interior de caja que contiene piezas de juegos de mesa.
c3d8d870fae13807,An abandoned military vehicle on the land.,Chatarra de metal en el desierto.
c3de777ad4ba6328,Rolls royce at museum.,Auto de estilo clásico estacionado en sala de exposición.
c3e5581541520d9e,A caravan standing on the road.,Caravana remolcada por camioneta estacionada en camino de terracería.
c3e70c6b44f16bff,A beautiful view of beach surrounded by trees under the sky.,"Árboles frondosos con playa, mar y cielo azul de fondo"
c3ec52f3926ed911,Smiling girl and a boy posing at a monument and people in the background.,Dos niños en el patio de una construcción antigua llena de turistas
c4047ac98ed729d7,Skiing on the mountain.,Tres esquiadores en un camino nevado con árboles al fondo
c42bba20d20533b3,Man fishing on the river.,Mujer pescando en un bote a mitad de un lago con árboles al fondo
c42c973072ed667f,Autumn in the city.,Camino hacia un castillo detrás de árboles durante el otoño
c434d6494411feca,Crowd of people sitting in the room and discussing.,Dos hombres dando una conferencia en un pequeño recinto
c4455d33914ce930,A top view of a businessman from the escalators.,Hombre hablando por teléfono mientras camina al lado de escalera eléctrica
c4a4e38f8927bfb9,A close up view of an Chinese monument miniature with the rocks in the background.,Templo con guardias hecho de legos junto a formación rocosa
c4a6a7e626eb3ea7,People watching shark and dolphin swimming in the aquarium.,Dos buzos alimentando a los peces en un acuario con espectadores
c4a86841d8181d98,A lady and kid posing with llamas.,Mujer cargando a una niña acaricia una alpaca en los restos de una ciudad antigua
c4ab0a451e93e398,A single palm tree on the beach.,Palmera inclinada sobre el mar en una playa soleada
c4b0de1048bfa164,White beach spider lily in the garden.,"Flor de lirio araña color blanco, primer plano"
c4c286b83715da59,A well lit huge stone gateway with an arch at night.,Arco del triunfo en el centro de un parque de noche
c50adca3bff5ae5e,Baskets tied on the trolley.,Cajas de cartón y de plástico en un carro transportador color rojo sobre el pasillo
c50f3877e1df59a6,Two people taking pictures in camera.,Hombres y mujeres asiáticos usando cámaras
c52246583b558b82,A lion in the jungle.,León bostezando a la sombra de un árbol
c53e61173874708b,"Scrambled eggs ,bacon and toast on the white plate.","Desayuno con huevo, tocino, pan, pepino y miel con mantequilla"
c549ecacc24ae1a2,An aerial view of mountain peak and the city.,Vista aérea de un pueblo al pie de una montaña bajo el sol
c552fc14ba426946,An elephant light sculpture made up of wire frame and fabric.,Escultura de un elefante blanco de carnaval durante la noche
c5583f3088153d83,An arch at the entrance.,"Arco en la entrada de una calle china, foto antigua"
c5593997072af77d,A nativity scene of soldiers serving food on the tables.,Figuras de madera representando un festín con soldados y reyes
c560b55ccd7658d5,An electronic device.,Costado de una impresora.
c561e1b2e08bc2f7,Ferrari 348 parked on the land.,Auto clásico deportivo estacionado en la calle frente a pared con posters en ella.
c56d8c311e173d37,Fresh oysters on a white sauce with a lemon half next to them.,Ostiones con lion sobre plato extendido.
c581a7a0f3f985b4,The yellow surfboard on black car in the background of buildings and trees under the blue sky.,Kayak en auto.
c59adfcc3b31fa9d,Food item on a white plate.,Flan en una charola de aluminio con espátula de acero
c59c94b89685bd8e,A conductor conducting an orchestra on a stage with the audience seated in the background.,Maestro de orquesta frente a una audiencia en el escenario con luz tenue
c5b625565a33afcd,A closeup of a blue chicory flower.,"Primer plano de una flor de achicoria con pétalos azules, luz de día"
c5d4a896a9f1cd87,An interior view under an abandoned stone structure.,Interior de una antigua construcción con arcos de ladrillo a oscuras
c5dcc717d7e13b70,River in forest surrounded by trees.,"Río de agua sucia en medio del bosque, luz de día"
c5e32f8a393857f2,A beautiful view of a landscape divided by river.,Lago en medio de las montañas con cielo de fondo
c5e5c3e6302e78ee,People in an indoor market.,Turistas en un pasillo comercial subterráneo
c5f274e3b719dc7f,A portrait shot of a young smiling man.,Hombre joven con lentes posando
c610dd9087aa4a51,A young woman riding a horse surrounded by buildings and trees.,Chica montando un caballo en medio de una competencia de obstáculos
c615e5a1fa2caa19,An aerial view of a city near water with mountains in the background.,Vista aérea de un pueblo junto al mar con montañas de fondo
c6337fec1cc77942,A black classic car parked on the street surrounded by trees.,Auto negro clásico estacionado frente a parque
c64c841f4b4478ca,Many people riding motorcycles on a wet road.,Motociclistas sobre una avenida mojada en día nublado
c64d27f6237f50dd,A man checking in his luggage with a woman at an airport counter.,Hombre revisando mochilas dentro de aeropuerto
c6627ec36b17d536,A macro shot of a chameleon on a tree branch.,Iguana sobre una rama
c667de69e0c9b7b0,Four people walking in a mountain area.,Hombres practicando el senderismo junto a una ladera sin vegetación
c66af8afdb59ad7c,Zebras in a forest with the background of mountains.,Manada de cebras salvajes en la sabana
c66da8f0d678536d,People practicing martial arts in a seminar.,Dos hombres dando presentaciones y más miembros fuera de la duela
c6704d65627b0df6,Inside of an abandoned building.,Interior de cuarto abandonado viejo y descuidado
c69399f4f6843946,Information displayed on a paper is on the wooden table.,Letrero de no apagar la luz sobre piso de madera
c6ae40e6ad911007,Mountain landscape with river.,Vista aérea de paisaje de río en medio de las montañas
c6eae1040e7bc7da,Duo of beef on the plate.,Acercamiento de platillo elegante de carne con vegetales
c704f2ed7f43672f,Beautiful women sitting on the stone in the ocean at dawn.,Mujer en una roca en la playa durante el atardecer
c70706643bf1d7f4,New zealand flax in the field.,Acercamiento de plantas silvestres en la naturaleza
c70bd6670ced2053,A lady and girl standing near a pillar.,Madre tomando fotos y pequeño andando en patín del diablo en la calle
c7123f1938909b1f,A walkway beside the building and trees in the city.,Camino de piedra en medio de edificios residenciales bajo el sol
c7156f753555d70e,A chop stick of chicken and a bowl of soup on the table.,"Croqueta frita sostenida por palillos, tazón con salsa en esa de madera"
c7162e25e9b598ad,An abandoned old house.,Imagen vieja de bonita casa grande clásica con jardín y enrejado
c716a1b8153267bb,A view of a church with minarets towering over trees.,Cúpula azul de una iglesia cristiana bajo el sol
c7276249334e35e3,Hungarian parliament building beside river.,"Vista aérea de la ciudad, avenida, lago y arboles"
c72e8433113af66f,A roadside stall serving Chinese street food.,"Calle de negocios de comida china, vendedores, cliente, motocicletas y mesas"
c73c7ec2088f217c,A portrait of man and mountains.,Persona posando en bonito paisaje de montañas y ciudad antigua
c76bf95f54d57d69,A man standing on stage and holding a mike.,Hombre dado presentación en escenario y banner informativo atrás
c77eade627ac774e,An old rusty mooring ring.,Anillo de amarre oxidado en la orilla del mar
c7839d0ea02f83dc,A portrait of a doberman pinscher.,Retrato de bonito perro doberman café
c796217198e9ef8a,Two military men standing and holding a blue cloth.,Militares sosteniendo numero en pequeño puedo
c7d2c04214873cb8,Details of a ceiling.,Detalles de interior de cúpula de amplia iglesia
c7d6035e55ba43f3,A beautiful beach and tropical sea.,"Bonito paisaje del caribe, mar azul turquesa y cielo azul"
c7dbac981f501ed4,A portrait shot of a young man with a white wall in the background.,Retrato de hombre joven hablando y fondo blanco
c7f48efb776a4f91,Signature in the nightscape.,"Letrero Led en la entrada de ciudad por la noche, imagen en blanco y negro"
c7fa0a5cc7e48100,"An aerial view of the city surrounded by buildings,ships and water.","Vista aérea de la ciudad, mar y montañas al fondo"
c7fd2b5dfeefad0d,Old image of a painter's studio.,Vieja imagen de interior descuidado de proyector
c81d766e2f377f81,An old man is sitting in a restaurant and having food in front of the black table.,Hombre tomando café en una cafetería con cuadros en la pared
c835f582121d559e,Water lily leaves.,Acercamiento de hojas de lirio en el estanque
c84eaa9c788f56e0,A woman standing on a grassy field.,Chica a la orilla de un lago con botes al fondo en un día soleado
c8889435b837675b,Wine bottles rack in a store.,Productos para caballo en un estante listos para su venta
c88db31ba488d7c2,Different types of nuts.,Granos y semillas en exhibición para su venta en un mercado
c891b57da316fc45,Handwritten paragraphs on a white paper.,"""Fragmento de una canción llamada """"Lovers in Japan"""" de Coldplay"""
c89aa394f8940780,A miniature house.,"Cabaña pequeña con personas adentro, caballos y personas afuera a escala"
c8a2decf0d8d7da6,A plate of rice and curry with meat.,Plato de curry picoso con carne y arroz blanco a un lado
c8ba5020b7c9d500,A group of people sitting and posing together near a dining table.,Hombres y mujeres posando para la foto en la mesa de un restaurante
c8d89695a032e171,Information displayed on a board.,"""Placa bilingüe incrustada en la pared con el título """"Pared de la esperanza"""""""
c8da9b27270bae3d,A children's carousel and another ride at an amusement park.,Juegos mecánicos en una feria de día y sin gente
c8fe1364490157d6,Two lighted lanterns with black background.,Lámparas decoradas con ilustraciones diversas
c905e5c43b272998,Cement mixer truck on the road is surrounded by buildings.,Mezcladora de cemento estacionada junto a edificio en construcción
c9155955810c94b9,A portrait view of the polar bear facing to the right side.,Acercamiento de oso polar en zoológico
c916df093013e077,A stone bridge over the river.,Puente sobre el lago en medio del parque
c92b16d6e2218aa4,Sunset on the beach.,Gente caminando sobre un piso con luces de colores al atardecer
c93cacc22734a3d2,Parachuting at sunset.,Persona haciendo paravelismo en el mar al atardecer
c93f197c59269c31,The flowers with the background the green leafs and rocks.,Acercamiento de plata con hojas en forma de soles
c966b7c0ccf8dfcc,Chipmunk eating seed.,Acercamiento de ardilla en el piso comiendo
c98e63308bb1faa0,A folding yellow colored cycle parked on the ground.,Bicicleta doblada estacionada sobre la tierra
c9a67a0ef6731f1b,Hard disc drive on a table.,Disco duro marca IBM sobre una mesa de madera
c9a9f5cfc9a3f6ae,Six people are participating in a panel discussion in front of an audience.,Cinco hombres y una mujer en el panel de una conferencia
c9ba509ab4fe2a01,Wired telephone beside the road under the tree.,Cabina telefónica antigua en un camino de tierra junto al mar
c9cb6dea5678d078,A red colored fire hydrant with a fence behind it.,Hidrante color rojo de metal con cadenas a la luz del día
c9df50dda2d12fe7,Shells on a beach.,Conchas de mar sobre la arena en una playa bajo el sol
c9f1805b9b9c4496,Dried trees in a forest.,"Acercamiento de árboles secos en el invierno, montañas al fondo"
c9f196017586f87f,A view down a street lined with red apartments and houses.,"Calle vacía a la orilla de edificios residenciales al anochecer, cielo azul"
c9f3d21199fffa69,A statue holding a book and an instrument.,Primer plano de una escultura de piedra de un hombre con motivo religioso
ca0113e43a32f407,A large grid of lighted Japanese lanterns outside at night.,Lámparas blancas con letras chinas y japonesas en color negro
ca455f4ac4960ec2,Machinery with cylinders and pipes.,Material industrial de metal dentro de sencillo cuarto
ca4ed03b7335e757,Soldiers carrying an injured person on a stretcher.,Soldados rescatando a persona herida en una camilla en el campo
ca555bbfb5bb6c53,Man and woman excited about their album release.,Fotografía antigua de pareja asiática joven sonriendo
ca5e25f648f55068,A dog roaming in the house.,Perro pequeño con pelaje blanco y manchas café sobre un piso de madera
ca6e10790c06ebf0,A woman's statue under the trees.,Estatua de una mujer a la sombra de un árbol con hojas amarillas en el otoño
ca747a271f2fea5a,Graffiti on the wall.,Ilustración de dos pescados en pared llena de graffitis en esquina de calle de vecindario.
ca78918495f0ca06,Dried shrubs on a mountain side and trees in the background.,Pequeña cabaña en montaña de zona boscosa de día.
ca81db3940c427ec,The rocky sky and sea surrounded by trees.,Risco de montaña rocosa con vista hacia el mar.
ca836c786f15ab43,"A menu on a restaurant table with a white cloth, a candle and place settings.","Menú de restaurante sobre mesa rodeada de platos, servilletas de tela y vela."
ca8e349135557add,Flag of turkey on a pole in open air.,Bandera turca ondeándose en el cielo.
caa1f5aedbc224a4,A woman is walking in a clothing store.,Pasillo de mercado de telas y ropa.
cad8bf3b5b8fb49b,Dried tree in a field with a tall fence in the distance.,Campo de pasto y árboles en día otoñal.
cae364ab0419e3e0,The several ingredients in kitchen.,"Comida en tazones, platos y contenedores de plástico en la alacena de una cocina, utensilios de cocina"
caed6f9f8363d074,A close up of deep fried shrimp and other tempura.,Acercamiento de camarones fritos.
cb037387c8627401,A church with a tower in a square under the blue sky.,"Iglesia antigua de un pueblo bajo el sol, nubes, cielo azul"
cb19006c0cde321c,Sunset on the beach.,"Vista de carretera, mar y vegetación tropical en el ocaso."
cb581735c900d8bd,A group of women running together on a paved track with some cars in the background.,Mujeres con audífonos trotando por la carretera durante el día
cb5b4eee8f97f5a9,A portrait of a standing girl.,Retrato de niña posando en jardín
cb5df1323840f53a,An amphibious plane floating in the water with tree covered hills in the background.,Hidroavión que se encuentra sobre un lago donde hay patos y de fondo montañas.
cb5fe12d42cc08d0,A portrait view of the Persian cat.,Retrato de rostro de gato persa.
cb679cc695a7a105,"A black and white photo of two men standing, one is looking into a book and the other is looking away.",Dos hombres de negocios en un restaurante
cb69df409003d743,A person holding ice cream.,Helado de tres sabores en un cono bajo la luz del sol
cb6c47da57e95523,A woman giving a big ring to the children.,Mujer militar entregando aros a niñas en una fila al aire libre
cb6cfdc5ce613f3b,A yellow moped in a garage with another moped parked outside behind it.,Dos motonetas estacionadas dentro de una cocina
cb7b9d329166c7fe,A one year old boy.,Bebé con ojos azules acostada en una almohada mirando a la cámara
cb983a5aaa200e21,Tart with strawberries.,Tarta con fresas rojas sobre la mesa
cb99cf287e954b5d,Temple beside a tall stone cliff with a green pond before it.,Lago artificial y fuente afuera de un templo antiguo
cb9a28db7dfb5afe,A pan with glass lid containing a soup on a stove beside another pan in the background.,Cacerola con pasta hirviendo en una parrilla de inducción
cba02c0c09ef25c9,Ruins of Buddhist temple.,"Antigua pirámide con jardines verdes a la luz del sol, cielo azul"
cba2f2e88e65508b,Meat hanging above a white counter in a shop.,Carne cruda colgando de un gancho en una carnicería
cbc8f6c61b25e86b,Red and black berries on a bush.,Arbusto con zarzamoras negras y rojas
cbd0bb0c55e7ac92,Two men sleeping.,Par de jóvenes acostados dentro de tienda de campaña en medio del bosque
cc01e3226696fa74,A group of soldiers and some civilians having a discussion under a balcony of a building.,Soldados armados junto a civiles enfrente de una casa
cc150c53f6d8029c,Concrete road in the forest.,Camino junto a casa en medio de vegetación
cc1ae14c4e7cb17d,Irrigation canal in the countryside.,"Canal de riego, puente peatonal y cielo"
cc30d0cb5eb57429,Seagulls flying over water with a city in the distance.,"Gaviotas volando sobre el mar abierto, ciudad a lo lejos"
cc3249f8b77ba59f,The beautiful sunset on the lake under the cloudy sky.,Imagen del sol metiéndose en el horizonte y su reflejo en un río
cc45ddf46cf744e5,The sailboats on the sea in the evening under the red sky.,Atardecer en un puerto con varias naves en el mar
cc4a869ea8a6d2b2,"An parked airplane with two stairway ramps and several vans, buses and other vehicles around it.",Avión de Lufthansa estacionado en tierra con varios autos alrededor
cc518ed1457f8791,Old vintage cars.,Trofeos puestos encima de dos carros enfrente de una casa
cc53e42b78feee90,"Two people are in a room, one is sitting on a stool and another person is standing.",Dos personas platicando en habitación que se está remodelando
cc5f7c04cf91f93b,An oak tree on a beach.,"Camino de tierra, arboles, lago y montaña"
cc61a5393e9dae3b,Canoes and people on the lake are surrounded by trees.,Turistas divirtiéndose en el lago con canoas en el bosque
cc680a4d84d56f81,Legs and a hand on sand.,Acercamiento de un niño jugando con agua y arena en la playa
cce1f803866e9e49,The pineapple plants.,Acercamiento de piña en la planta del jardín
cce7e7d24978f49c,Sandpiper on the beach.,Ave caminando en la playa
ccf3369b8a28780f,A man standing in a pose in front of the black statue.,Persona posando enfrente de la fuente con monumento en la plaza
ccff879ec493e9f6,Scenic landscape of northern norway fjords.,"Paisaje de mar, montañas y áreas verdes"
cd03da2314dce7f3,Pink wild rose with green leaves.,Acercamiento de flore rosa en el jardín
cd08d41315764a36,A black and white portrait of skyscrapers.,Altos edificios en la ciudad en blanco y negro
cd1230dbf6246628,Concentric gears with a side arm lying on the floor.,Biela de una bicicleta hecha en Italia
cd3cea07aa082d9b,Stone ruins on a green hill slope.,Restos de casas hechas de piedra en medio del campo
cd464002977a41ea,People standing around a car parked in a field with snow capped mountains in the distance.,Jóvenes y un auto en medio del campo con montañas al fondo
cd52d51ec73478b1,A building at a distance is surrounded by trees and river.,Edificio en medio de un lago con árboles alrededor
cd5b7306e023b259,A wasps nest on some rocky ruins.,Detalle de un adorno de una construcción antigua
cd646aa3bcdac8ba,A sailboat on a lake with trees behind it in the distance.,Bote de vela en medio de un lago con árboles al fondo
cd67fbdde7444d98,Black grunge background.,Textura gris para fondo de diseño gráfico
cd7a6c3a3c58b0fd,A close-up of a yellow 'taksi' sign on the roof of a black car.,Copete de taxi y su reflejo en el toldo
cd7ac9fdcd9dd9bd,A road with cars is near a stadium with construction taking place.,Centro comercial en construcción junto a avenida
cd842e15eba28b42,Three fresh mackerel fish lined up on a wooden board.,Caballas frescas sobre superficie de madera
cd96c356e039f6e4,An orange life float with a rope mounted on a while wall.,Salvavidas rojo con letras de pintura negra en una pared blanca
cda1abd86a599446,An aerial view of a narrow valley with roads between tall mountain ranges.,Paisaje de montañas con caminos de tierra bajo el sol
cdae4b4ca0280c72,A blue wooden sign with several lines of large text written on it is standing outdoors with trees behind it.,Letrero de restricción azul con letras amarillas
cdb373fab0622cd7,A portrait of a smiling man holding a camera inside an art gallery with people in the background.,"Hombre mayor, fotógrafo en una exposición a puerta cerrada"
cdbb5b7c3e9f96a3,A group of people posing in front of a house on a hill with trees in the background.,Familia posando para foto frente a una cabaña de madera en la montaña
cdc3012f3622e06e,An old wooden door in the white wall.,Puerta grande de madera en una casa blanca
cdccdf75b3b8e98c,A group of engineers is standing in the workshop.,Tres hombres con equipo de protección dentro de un túnel en construcción
cddb751f16016dbc,A man is standing near the podium.,Hombre dando una conferencia en un auditorio con pantalla gigante
cdebcd820b8ab5fd,Sushi rolls with seafood and other stuff.,"Sushi, pescado y vegetales sobre una tabla en una mesa"
cdf65d3213225560,Three people are posing together.,Una mujer y dos hombres tomándose una foto dentro de una casa
ce11d9840137927b,A white bowl of mussels and clams.,Mejillones y almejas servidos en un plato blanco en restaurante
ce1dbace812d87f0,A view of traffic in the street surrounded by buildings and trees.,Tráfico en una avenida junto a un parque con altos edificios al fondo
ce24303d5317ea56,A castle is beside a sea.,Vista de los techos de un pueblo a la orilla del mar con montañas al fondo
ce2ff3a8037081a3,A mosque with several arches at the entrance and a minaret in the background.,Fachada de una mezquita con minarete y cielo nublado al fondo
ce33844cf36e7711,Street and buildings at night.,Calle cercana a la costa alumbrada de noche y con palmas
ce40b6f55b13a601,A flock of sheep.,Rebaño de ovejas siendo arreadas por un niño en un pueblo
ce52a02e0fc54539,A portrait view of sweet corn.,Acercamiento a maíz en mazorca.
ce541fe9af99214e,A landscape of mountains with trees and snow.,Pequeño valle con árboles y casas en medio de montañas nevadas
ce5a3c7ebd5b74e7,People sitting in the forest.,Tres hombres tomando un descanso en medio del bosque
ce5e636caa2a78af,Three people are posing together in a room.,Grupo de jóvenes en una cocina viendo hacia arriba
ce6cf92cd4b681d1,"Fish near the shore of a lake, and trees in the distance.",Agua cristalina de lago en la naturaleza
ce832ef0e7374aa7,Information displayed on the whiteboard.,Letrero sueco de una mano con gotas rojas de sangre
ce8dc9cf8d2bc765,A large mansion surrounded by trees and a lake.,Casa grande rodeada por árboles y un río artificial con puente de piedra
ce9ec3d3eb1b9d20,The common myna bird standing on the rock with blur background.,Acercamiento de un pájaro myna con cabeza negra y pico amarillo
ceacc19f51dedd96,An aerial view of the city among rocks.,Vista aérea de un pueblo con casas de piedra y una iglesia
ceb7baf5f269e632,Garden and trees with steep basalt rock.,Pequeña montaña vista desde abajo con cielo azul de fondo
cebce6302c8dcb10,Lenticular cloud mountain.,Volcán con fumarola y cielo gris
ceefc05faf2665c5,A collage of delicious food.,Collage de platillos de frutas
cef91c7490cdb536,Basketball board hanging on the wall and empty basketball court.,Cancha de basquetbol bajo techo vacía con las luces encendidas
cf170939200dedf3,Trees and rocky mountains.,"Paisaje de la naturaleza, montañas, campo y cielo con nubes"
cf213fc93a618fbb,The swimming pool with decorative lights around it at a resort at night.,Piscina iluminada de noche con palmeras al lado
cf3fe4130962c7d8,A large brick castle.,"Edificio de ladrillo rojo con distintas torres y árboles, cielo nublado"
cf46ea979ddb756b,Trees and mountains beside river.,"Paisaje de montañas, árboles y lago con cielo azul"
cf6c38d64882c556,A ship on the river.,"Barco antiguo navegando en el rio, ciudad al fondo"
cf6d0a2409d65694,People in the cave.,Interior de cueva y turistas paseando
cf6e54053c92b092,A green grass covered field with hills in the background.,Paisaje de montañas y campo verde y cielo con nubes
cf8c84c97c542b2f,Ice sculptures of three eagles.,Águilas disecadas hechas de cristal en museo
cf9d72ae830e8427,An old wooden window.,Vieja ventana de madera blanca y reflejo de paisaje
cf9d9cfca4e002c3,Spotted hyena standing in a muddy water stream with tall dry grass behind it.,Acercamiento de hiena en la sabana africana
cfab2cc2d2971712,A view of trees with mountains in the background.,Bosque en las montañas durante el día
cfb58dbc825e025c,People on snow surrounded by trees.,Familia con bebes reunida en el bosque durante
cfb5cf25961d6083,Pearls on a black background.,Bolitas de metal magnéticas en fondo negro
cfbed1f15e5f06c6,Golf cart parked by a hedge next to trees and a building.,Carritos de golf estacionado en exterior de hotel
cfd130cff43e78f0,Golfer hitting the ball on a green field surrounded by trees.,Hombre golpeando pelota de golf en campo de golf.
cfefd1ee7a5b7d33,Aircraft fighter jet flying in the sky.,Jet volando en el cielo azul.
cff5c3ae116cd26d,A display board in the concert.,Stand de feria en un salón de eventos.
cff5fd291afe1e07,High rise building and a parachute.,Hombre realizando paracaidismo desde un edificio.
cff79ec61ce09529,A car on a road surrounded by trees.,Museo visto desde avenida transitada por un taxi.
cffa699bbc53059d,A volcanic landscape with an active volcano and a snow capped mountain in the distance.,Paisaje de volcanes y montañas de día.
d00cd8246d0ab741,An old vintage water meter.,Medidor de presión de agua antiguo.
d022488ebe632b9f,Two cars on a road are surrounded by trees.,Autos sobre la carretera que pasa por un bosque nevado dirigiéndose a una protesta con banderas.
d0252eb1f305b86d,An aerial view of a shopping center and large roads in front of it.,Vista aérea de un gran recinto a las afueras de la ciudad con vías principales muy transitadas.
d043772877cb911c,Two white ferrets with some injuries around their necks are in a cage.,Par de hurones blancos lastimados dentro de una jaula.
d05bd5138f7bd2f9,A man holding a tripod with camera and a lady is posing.,Hombre dando indicaciones a una chica para una sesión de fotos en una terraza.
d05e429b58317e87,A gamepad on a red cloth.,Nintendo DS con pluma sobre fondo de madera
d07bbc2b4e5afcf8,A solar power plant in a street.,Panel para generar energía solar encima de una azotea
d083e9838a93aa98,A catholic priest having a discussion with a man in a hall.,Dos padres católicos hablando con un hombre y dos mujeres detrás de ellos haciendo lo mismo dentro de un sitio.
d086502388154d91,"A boat parked on the beach,several people sitting on it.",Bote de venta de comida arribando a la playa y consumidores a punto de adquirir productos.
d095454ff62995c8,A mosque and minarets in front of the water fountain and several people.,Hermosa Mezquita y minarete con explanada adornada con áreas verdes y fuente.
d099401bef4f1b1f,A beautiful view of the sunset on the lake.,Atardecer desde el costado de un lago.
d09951d3c97dea2f,Industrial interior of an old factory building.,Tres hombres entrando a fábrica abandonada antigua.
d0aa41a455960e24,Car clutch plate.,Disco de clutch sobre el suelo.
d0f0cdf882bc9e0a,Walkway in the park.,Gradas de piedra de un estadio antiguo.
d0f583ebee7c897d,A lemonade water with ice cubes and straw in a glass placed on the table.,Limonada fresca servida en un vaso con pajilla y envuelto en una servilleta sobre una mesa.
d0f6cfd5e989b6d8,A crowd of people in concert is surrounded by trees.,Hombres y mujeres en un festival al aire libre con árboles al fondo
d11512f30868814a,Various kinds of sushi served on black background.,Diferentes tipos de sushi en un gran plato blanco sobre mesa negra
d1192d198ce6b3d3,A portrait of a man with curly hairs.,Hombre con cabello rizado sonriendo para foto.
d11dfa5f1706b8a8,Speed skater on the ice.,Mujer con traje rojo practicando patinaje de velocidad en pista
d12d8a8cd81b6ca6,A man and woman posing together.,Pareja madura posando para una foto en un museo.
d14a5a72c104c45d,One osprey flying down and another on the nest.,Águilas pescadoras en nido sobre el mar.
d150bbe3200dc09c,River surrounded by the river.,Paisaje de río y bosque en el verano.
d152620c9d63919b,A road and field seeing from the car.,Vista de nubes sobre montañas y una planicie desde el interior de un carro
d15abb36759528e0,A compass and map.,"Brújula, regla y mapa."
d189cd81429fdc7a,A construction site and trees next to it.,Obra en construcción.
d19a1a9f1475e67b,Silhouette of a tree at sunset.,"Silueta de un árbol al atardecer, con sol y cielo color violeta de fondo"
d1a0bc54db31684b,Swimming pool in a tropical resort.,Gente disfrutando en la piscina de un hotel con palmeras y una montaña al fondo
d1a86bc70daa3d75,A young boy wearing a costume and dancing on the ground.,"Hombre posando con traje y maquillaje en un campo, dos hombres mas de fondo."
d1a9733014ce4e89,A couple sitting in the horse drawn wedding carriage.,Carruaje tirado por un caballo durante una boda.
d1b04e68d19f7d81,Wooden signpost on a tree in the forest.,Letreros hechos con troncos de árbol en un parque.
d1b90f07c19a5085,A girl is skating on the road at sunset.,Niña patinando en la calle.
d1be9716b3f16f35,Several tall cranes behind a bridge and a building in the distance.,"Grúas de construcción, edificio y puente"
d1c7bd7a88f1f4c5,Dead fish lined up on a sheet.,Pescados frescos sobre tela verde
d1d6ea4f404ec17b,An elongated metal plate hanging in an old building.,Vieja estructura de metal pequeña colgada del techo
d1e324b4175d6b74,A toy made of a flexible wire running through many multi colored foam discs and strips of fabrics.,Escultura tradicional china exhibida el pequeño pedestal
d2047da8e714a5e5,Private airplane at the airport.,Avioneta en pista de despegue de aeropuerto
d21015719b41c9df,A man is holding an electric wire beside a smiling young woman.,Pareja jugando con cableado en el salón
d2121862187c111f,A natural cliff made of a wall of rock pillars.,Formación de primas naturales en montaña
d23c12b02e78a388,A police man riding on a Segway scooter surrounded by several people and buildings.,Policía sobre patín del diablo eléctrico en la explanada de la ciudad
d2444b12ed67620b,A view through overhead wires of a sunset in a cloudy sky.,Cielo azul con nubes en la puesta de sol
